route_link,route_name
https://www.redbus.in/bus-tickets/jawala-ji-to-chandigarh,Jawala Ji to Chandigarh
https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,Baijnath to Chandigarh
https://www.redbus.in/bus-tickets/chandigarh-to-rohtak,Chandigarh to Rohtak
https://www.redbus.in/bus-tickets/chandigarh-to-hisar-haryana,Chandigarh to Hisar (Haryana)
https://www.redbus.in/bus-tickets/chandigarh-to-una,Chandigarh to Una (Himachal Pradesh)
https://www.redbus.in/bus-tickets/chandigarh-to-rishikesh,Chandigarh to Rishikesh
https://www.redbus.in/bus-tickets/rishikesh-to-chandigarh,Rishikesh to Chandigarh
https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
https://www.redbus.in/bus-tickets/agra-to-chandigarh,Agra to Chandigarh
https://www.redbus.in/bus-tickets/haldwani-to-chandigarh,Haldwani to Chandigarh
https://www.redbus.in/bus-tickets/jammu-to-chandigarh,Jammu (j and k) to Chandigarh
https://www.redbus.in/bus-tickets/chandigarh-to-narnaul,Chandigarh to Narnaul
https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,Chandigarh to Jawala Ji
https://www.redbus.in/bus-tickets/chandigarh-to-jammu,Chandigarh to Jammu (j and k)
https://www.redbus.in/bus-tickets/ferozpur-to-chandigarh,Firozpur to Chandigarh
https://www.redbus.in/bus-tickets/hansi-to-chandigarh,Hansi to Chandigarh
https://www.redbus.in/bus-tickets/chandigarh-to-haldwani,Chandigarh to Haldwani
https://www.redbus.in/bus-tickets/chandigarh-to-ferozpur,Chandigarh to Firozpur
